1	0.529247318	0.023357057	0.308711988	0.213976843	0.152204351	0.17791607	0.284154827	0.574220468	0.306139431	0.479890596	0.598705053	0.585834484	0.444295298	0.962320698	0.49102598	0.356958267	0.838200411	0.319058299	0.90466206	0.559404195	0.043141557	0.249646992
2	0.255294473	1.51214827	1.335250433	1.068115374	1.56087443	1.02733069	0.80349657	1.647131882	0.978133176	1.364224884	1.555899135	0.663251624	0.116482126	0.794498436	0.98587965	0.521075198	1.302846263	0.648687334	1.98781778	1.623066994	0.201093915	0.694979527
3	1.166329653	0.332463587	0.269056652	1.860158023	1.955559199	1.348298153	1.32675006	1.804333361	2.435823654	1.865743742	1.606822088	0.159354312	1.356826061	1.322841087	1.503471671	2.460086589	1.450250017	0.4780458	1.32742389	0.449181075	2.793183126	2.241741458
4	0.485953278	1.311158325	3.913122803	3.492881324	0.661301995	3.431085592	1.344251798	3.158981139	3.994784637	0.125061567	1.77743109	2.913067798	0.283562728	2.145370545	0.089902462	3.90394633	3.984581813	0.382267491	2.193603414	3.136361112	0.83029843	3.325962039
5	4.12270833	2.894139473	2.287292889	2.137179182	2.862810607	4.774733444	1.256412643	2.860406783	2.481834534	4.886044293	0.401891654	1.976806674	3.114355499	2.949674423	0.050661633	2.332947379	1.798821506	3.810488159	3.726986297	3.317670849	2.116193532	0.106202014
6	1.384341239	0.351460298	2.391595588	1.862590046	1.399361099	4.183543086	5.391654928	5.594041091	1.420945545	4.575142488	2.594343054	2.405872631	3.354891185	3.987287259	3.209799625	3.042460252	4.550424732	2.343105557	1.691571333	1.772762733	0.124973469	4.921393368
7	6.694381822	2.531577734	6.877766196	4.568910061	0.371344861	2.549982253	4.356696535	2.00634325	6.194172401	0.970161432	5.55610578	0.657695375	2.562749222	5.136549654	3.680887765	4.05797189	6.130547734	0.397675182	5.435899722	1.127097597	1.371331543	0.968011091
8	4.892779821	0.767120462	1.992066012	3.516215699	7.053030075	0.380535924	5.283173291	2.467206473	2.461578165	7.705869507	7.084889377	1.219795455	4.514652077	7.839975174	0.54724087	6.7917751	3.203615837	0.871585306	6.736815036	5.856354943	6.340309404	0.423891919
9	5.96621261	7.477769422	8.663552238	5.772171505	8.698860411	6.130033368	8.079960995	5.93963384	5.338922592	7.762229784	7.991780516	5.041990623	0.821191146	3.905612711	4.658385591	5.05290285	4.138097266	3.818190075	0.32904708	0.494888843	5.980525866	5.539577926
10	9.898033956	8.879399721	6.892057425	5.880673445	7.750307683	7.771050141	5.080451812	7.715806935	6.909700532	6.128460305	7.548795447	8.538409796	8.365456781	8.444382775	7.134238802	2.866350454	7.798556486	5.30813355	5.118075979	9.629984821	2.271817056	4.42312773
11	7.78828666	4.06778033	3.177112251	9.484464731	5.23939652	1.097089428	9.453931241	1.146787063	10.42413677	3.035676115	3.188475136	9.282885151	10.60179955	10.75655807	10.97133784	5.497159437	10.17568873	9.952980245	5.424795749	6.020901147	9.780291275	1.761656045
12	2.975690484	4.941642698	10.91066197	4.207533767	8.136257193	2.376234562	1.688798761	5.852448183	2.57863799	2.238672823	7.379160316	11.93595179	3.46534161	4.803857395	6.493732633	9.995334402	2.15654519	7.14936663	7.587452584	11.73174168	7.377473016	1.887802801
13	2.274278075	2.347109119	6.462733819	11.97315698	10.90013136	10.12328506	3.667144728	6.521464212	12.12036581	2.684412261	5.494095932	0.149869847	0.273396786	9.601980773	10.63226174	12.27212791	0.95570839	10.03473779	6.677813233	3.964593679	3.736325233	10.04551544
14	7.358835033	7.366100016	4.876933313	2.673390865	12.94323314	12.42780949	12.32683352	1.905696495	7.991853722	7.853288542	8.873162297	0.439888988	9.621294079	0.234876146	0.257530353	11.55191069	5.240103009	10.16733126	13.94025099	12.92048306	5.937032735	10.09894649
15	4.629446596	3.858226362	14.50844875	13.14186432	13.98533824	8.106339566	0.505279541	5.668396929	12.03997896	5.429378799	4.580756116	9.703448547	4.107795617	1.404589809	7.0769856	4.651042481	0.851157946	11.61313742	11.98614281	6.724271648	2.801118747	10.09183483
16	12.28366226	12.96198223	10.77631575	5.377472979	9.690928843	10.51614456	9.746919661	0.516289597	3.23705749	12.1665461	14.16217676	10.45866734	5.954059404	0.510977428	0.501062113	12.57627247	4.382594555	6.188392319	3.170587473	4.366780702	6.554795054	7.183152407
17	2.255360701	11.16589889	11.0207455	9.595338306	7.958471174	1.973905149	0.219632331	4.417205473	9.816750543	5.894116103	5.961348303	6.813621939	6.374165828	5.20463531	10.54525175	13.00448552	12.84337116	10.18377599	7.545780595	15.5877882	1.802522865	2.451011432
18	16.23090698	0.680590832	14.67952552	10.08893469	12.37458936	17.71864507	16.39511028	17.26288069	0.636250607	10.92657438	5.127070664	16.48695547	5.049639936	11.12761905	12.61365782	14.9301825	3.515777078	10.73180372	8.002361519	3.572286929	13.64922837	9.648568331
19	2.726885622	13.29873284	5.739117089	3.400338098	13.97580571	8.796031147	6.352040606	17.0412045	10.50494801	6.092245431	10.20983404	14.70379653	13.03699953	0.174342719	18.06031896	12.80211796	1.193156269	13.26740414	10.35215075	13.73817238	18.01763339	9.939963197
20	3.689757686	14.90995829	19.68436954	17.11828185	5.887078783	17.01991567	4.245593565	19.35059453	17.96032695	2.917434287	6.231835774	18.49460298	11.46117421	15.89568292	17.99734567	12.54977537	9.871843072	3.998292217	16.4641322	16.63164356	15.7229342	7.782840076
21	9.676989662	18.67644215	12.45739366	8.771010252	3.405900473	13.79175789	4.198251309	17.07853277	16.12040686	11.83521031	2.072717794	14.98447244	5.33066057	12.96371865	4.553300648	17.81874419	0.637628319	7.192789863	13.76361288	18.6685006	0.307905031	20.32945392
22	11.62714066	4.291928135	14.05070063	16.6528896	15.44820391	20.47162601	20.73249593	6.920123564	16.2554859	1.409004316	1.834743925	17.04190561	7.327041733	18.58076467	15.55291195	10.48288262	5.230955995	3.709328608	12.90483917	4.911499599	21.8196966	4.745922489
23	4.007203965	20.1581066	6.440535195	19.3552043	20.46525066	8.324525123	13.73745026	19.33515977	13.32861782	18.97768592	1.04026622	7.405185102	9.361878955	11.62217165	15.44178153	3.801614582	22.12507487	12.9998348	2.768483705	2.56252605	14.6190957	22.45090302
24	10.34471797	7.446674392	17.2458574	19.39218129	20.66807815	10.08361362	14.28970017	7.960463217	23.63648132	7.730118307	17.53133713	1.04481201	2.040192417	4.374205218	8.604498692	23.57197496	23.70807968	8.205403526	0.051589459	7.552122278	7.577072649	11.74185472
25	22.38400499	1.502438147	12.98215291	3.537782779	0.869113648	24.589953	18.91899442	3.554101289	20.76306936	3.549811693	24.69726473	23.30547927	11.61103858	4.904392043	8.378326129	17.14374076	10.42255972	16.10521433	21.81791836	17.82049912	16.98706206	10.54321726
26	13.71124802	0.08837445	9.355583955	18.5927852	4.844905092	4.170223616	15.49955101	8.267601769	2.402895773	3.44843005	23.7430031	15.62298939	21.98691416	11.82409518	17.91456098	4.649880975	8.857155876	12.44771065	19.1082402	20.23974887	3.277522147	23.99614049
27	18.90660823	24.20123352	1.290126087	17.89330236	7.136153952	2.044402571	13.69146083	3.692311615	2.115007609	4.285351532	6.063050192	16.16576745	4.956135435	12.83907039	7.790548382	12.99186562	22.01546689	4.508215233	9.965776085	2.043613894	9.137092546	2.048682601
